Time,Amplitude
0.000428,0.437115767
0.00043,0.425779292
0.000432,0.414375581
0.000434,0.402906436
0.000436,0.391373667
0.000438,0.379779096
0.00044,0.368124553
0.000442,0.356411879
0.000444,0.344642923
0.000446,0.332819545
0.000448,0.32094361
0.00045,0.309016994
0.000452,0.297041582
0.000454,0.285019262
0.000456,0.272951936
0.000458,0.260841506
0.00046,0.248689887
0.000462,0.236498997
0.000464,0.224270761
0.000466,0.21200711
0.000468,0.199709981
0.00047,0.187381315
0.000472,0.175023059
0.000474,0.162637165
0.000476,0.150225589
0.000478,0.137790291
0.00048,0.125333234
0.000482,0.112856385
0.000484,0.100361715
0.000486,0.087851197
0.000488,0.075326806
0.00049,0.06279052
0.000492,0.050244318
0.000494,0.037690183
0.000496,0.025130095
0.000498,0.01256604
0.0005,5.66604E-16
0.000502,-0.01256604
0.000504,-0.025130095
0.000506,-0.037690183
0.000508,-0.050244318
0.00051,-0.06279052
0.000512,-0.075326806
0.000514,-0.087851197
0.000516,-0.100361715
0.000518,-0.112856385
0.00052,-0.125333234
0.000522,-0.137790291
0.000524,-0.150225589
0.000526,-0.162637165
0.000528,-0.175023059
0.00053,-0.187381315
0.000532,-0.199709981
0.000534,-0.21200711
0.000536,-0.224270761
0.000538,-0.236498997
0.00054,-0.248689887
0.000542,-0.260841506
0.000544,-0.272951936
0.000546,-0.285019262
0.000548,-0.297041582
0.00055,-0.309016994
0.000552,-0.32094361
0.000554,-0.332819545
0.000556,-0.344642923
0.000558,-0.356411879
0.00056,-0.368124553
0.000562,-0.379779096
0.000564,-0.391373667
0.000566,-0.402906436
0.000568,-0.414375581
0.00057,-0.425779292
0.000572,-0.437115767
0.000574,-0.448383216
0.000576,-0.459579861
0.000578,-0.470703932
0.00058,-0.481753674
0.000582,-0.492727342
0.000584,-0.503623202
0.000586,-0.514439534
0.000588,-0.52517463
0.00059,-0.535826795
0.000592,-0.546394347
0.000594,-0.556875616
0.000596,-0.567268949
0.000598,-0.577572703
0.0006,-0.587785252
0.000602,-0.597904983
0.000604,-0.607930298
0.000606,-0.617859613
0.000608,-0.627691361
0.00061,-0.63742399
0.000612,-0.647055962
0.000614,-0.656585756
0.000616,-0.666011867
0.000618,-0.675332808
0.00062,-0.684547106
0.000622,-0.693653306
0.000624,-0.70264997
0.000626,-0.711535677
0.000628,-0.720309025
0.00063,-0.728968627
0.000632,-0.737513117
0.000634,-0.745941145
0.000636,-0.754251381
0.000638,-0.762442511
0.00064,-0.770513243
0.000642,-0.778462302
0.000644,-0.786288432
0.000646,-0.793990399
0.000648,-0.801566985
0.00065,-0.809016994
0.000652,-0.816339251
0.000654,-0.823532598
0.000656,-0.830595899
0.000658,-0.83752804
0.00066,-0.844327926
0.000662,-0.850994482
0.000664,-0.857526656
0.000666,-0.863923417
0.000668,-0.870183755
0.00067,-0.87630668
0.000672,-0.882291226
0.000674,-0.888136449
0.000676,-0.893841424
0.000678,-0.899405252
0.00068,-0.904827052
0.000682,-0.910105971
0.000684,-0.915241173
0.000686,-0.920231847
0.000688,-0.925077207
0.00069,-0.929776486
0.000692,-0.934328942
0.000694,-0.938733858
0.000696,-0.942990536
0.000698,-0.947098305
0.0007,-0.951056516
0.000702,-0.954864545
0.000704,-0.958521789
0.000706,-0.962027672
0.000708,-0.965381639
0.00071,-0.968583161
0.000712,-0.971631733
0.000714,-0.974526873
0.000716,-0.977268124
0.000718,-0.979855052
0.00072,-0.982287251
0.000722,-0.984564335
0.000724,-0.986685944
0.000726,-0.988651745
0.000728,-0.990461426
0.00073,-0.992114701
0.000732,-0.993611311
0.000734,-0.994951017
0.000736,-0.996133609
0.000738,-0.9971589
0.00074,-0.998026728
0.000742,-0.998736957
0.000744,-0.999289473
0.000746,-0.999684189
0.000748,-0.999921044
0.00075,-1
0.000752,-0.999921044
0.000754,-0.999684189
0.000756,-0.999289473
0.000758,-0.998736957
0.00076,-0.998026728
0.000762,-0.9971589
0.000764,-0.996133609
0.000766,-0.994951017
0.000768,-0.993611311
0.00077,-0.992114701
0.000772,-0.990461426
0.000774,-0.988651745
0.000776,-0.986685944
0.000778,-0.984564335
0.00078,-0.982287251
0.000782,-0.979855052
0.000784,-0.977268124
0.000786,-0.974526873
0.000788,-0.971631733
0.00079,-0.968583161
0.000792,-0.965381639
0.000794,-0.962027672
0.000796,-0.958521789
0.000798,-0.954864545
0.0008,-0.951056516
0.000802,-0.947098305
0.000804,-0.942990536
0.000806,-0.938733858
0.000808,-0.934328942
0.00081,-0.929776486
0.000812,-0.925077207
0.000814,-0.920231847
0.000816,-0.915241173
0.000818,-0.910105971
0.00082,-0.904827052
0.000822,-0.899405252
0.000824,-0.893841424
0.000826,-0.888136449
0.000828,-0.882291226
0.00083,-0.87630668
0.000832,-0.870183755
0.000834,-0.863923417
0.000836,-0.857526656
0.000838,-0.850994482
0.00084,-0.844327926
0.000842,-0.83752804
0.000844,-0.830595899
0.000846,-0.823532598
0.000848,-0.816339251
0.00085,-0.809016994
0.000852,-0.801566985
0.000854,-0.793990399
0.000856,-0.786288432
0.000858,-0.778462302
0.00086,-0.770513243
0.000862,-0.762442511
0.000864,-0.754251381
0.000866,-0.745941145
0.000868,-0.737513117
0.00087,-0.728968627
0.000872,-0.720309025
0.000874,-0.711535677
0.000876,-0.70264997
0.000878,-0.693653306
0.00088,-0.684547106
0.000882,-0.675332808
0.000884,-0.666011867
0.000886,-0.656585756
0.000888,-0.647055962
0.00089,-0.63742399
0.000892,-0.627691361
0.000894,-0.617859613
0.000896,-0.607930298
0.000898,-0.597904983
0.0009,-0.587785252
0.000902,-0.577572703
0.000904,-0.567268949
0.000906,-0.556875616
0.000908,-0.546394347
0.00091,-0.535826795
0.000912,-0.52517463
0.000914,-0.514439534
0.000916,-0.503623202
0.000918,-0.492727342
0.00092,-0.481753674
0.000922,-0.470703932
0.000924,-0.459579861
0.000926,-0.448383216
0.000928,-0.437115767
0.00093,-0.425779292
0.000932,-0.414375581
0.000934,-0.402906436
0.000936,-0.391373667
0.000938,-0.379779096
0.00094,-0.368124553
0.000942,-0.356411879
0.000944,-0.344642923
0.000946,-0.332819545
0.000948,-0.32094361
0.00095,-0.309016994
0.000952,-0.297041582
0.000954,-0.285019262
0.000956,-0.272951936
0.000958,-0.260841506
0.00096,-0.248689887
0.000962,-0.236498997
0.000964,-0.224270761
0.000966,-0.21200711
0.000968,-0.199709981
0.00097,-0.187381315
0.000972,-0.175023059
0.000974,-0.162637165
0.000976,-0.150225589
0.000978,-0.137790291
0.00098,-0.125333234
0.000982,-0.112856385
0.000984,-0.100361715
0.000986,-0.087851197
0.000988,-0.075326806
0.00099,-0.06279052
0.000992,-0.050244318
0.000994,-0.037690183
0.000996,-0.025130095
0.000998,-0.01256604
0.001,-1.13321E-15
